,message,HateSpeech
4992,"Wer hat dieser geldgierigen Parasiten eingeladen?ausser extrem NAIVEN merkel.Warum bleiben sie nicht in Turkei wo sie mit die Turken funfmal am tag vor ihre satanstein bucken konnen.Warum wollen sie zu die bosen ""unglaubigen"" in europa? lieben die muslime geld mehr als ihre stein in mekka? in turkei sind sie naher zu ihre wunderbaren Steingotze. Die stein in Mekka weint weil die Muslime lieben Geld mehr als ihren stein. ich dachte Muslime sagen geldgier ist ""sunde""? Warum wollen sie nicht in Muslim lander bleiben? Geld ist Sie wichtiger als Muhammeds geliebten steingotze. Was fur heuchlerlei sogar Muslime wollen keine syrer als asylanten. Wo ist nachsten liebe in turkei oder saudi arabien?",1
4993,Dann denkt doch mal nach  welche Nation in den Medien sitzt......Na kommt ihr darauf????   Fängt mit J an   Mich wundert nichts mehr ....  Alles was von  dort  kommt  ist faul und verlogen.  Wer die Geschichte aus vergangen Jahren kennt  weiß was ich meine..,0
4994,Ich sag doch Lügen Presse.,1
4995,"Scheiß Lügenpresse! Wir sehen doch alle was in unserer Stadt herumläuft und wie sich diese Menschen verhalten. Also Dankbarkeit finde ich ist etwas ganz anderes.
IB Phalanx Meinungsteiler ^.^",1
4996,Ach nee...hört die propagandasender Merkels !!,0
4997,"Die haben alle hier bei uns nichts zu suchen. Der Plan derer, die ganz gezielt diese Masse von jungen (z.T. kampferprobten ??!) Männern nach Europa und explizit nach Deutschland geschleust haben, ist auf massive Unruhen ausgerichtet. Unsere Soldaten hat man vorher auf die ganze Welt verteilt, so dass wir relativ wehrlos diesem Mob ausgesetzt sein werden. Fast unbemerkt stocken die USA und GB ihre militärische  Präsens auf, um uns dann in der ""Stunde der Not"" aus der Patsche zu helfen. Unsere Soldaten sind ja wie gesagt, auf Friedensmission unabkömmlich irgendwo auf diesem Erdenrund eingespannt. Zu keiner Zeit wurde das deutsche Volk derart verraten und ans Messer geliefert, wie in der Verwaltungszeit von Merkel, Gauck, Steinmeier, Gabriel, von der Leyen & Co. Das Wort Regierung geht mir im Zusammenhang der vorgen. Namen nicht über die Lippen.",0
4998,Die Krieger ohne Waffen ???,0
4999,"wenn man die bilder verfolgt hat wer da aus den booten klettert war das für jedermann selbst sehbar das dhier keine familien rausklettern sondern junge männer zwischen 18-35 jahren,. das ist ja das problem warum die menschen auf die barrikaden gehen. wenn ich aber nachrichten schon niht mehr trauen kann was und wem kann mann dann überhaupt noch vertrauen schenken. ich bin sprachlos und fassungslos und wundere mich warum das jetzt eigentlich ein thema ist. kann es sein  das man sieht was passiert das deshalb  viele versuchen reumütig umzudenken. das muss jetzt ganz schnell passieren sonst sind land und heimat verloren an diese fachkräfte aus dem nahen osten.",0
5000,L Ü G E N P R E S S E !!!,1
5001,Zwangsbezahlte Lügenpresse,1
5002,Ach nee  ... was für ne Überraschung ... Man muss nur die Augen aufmachen u sieht wer wirklich kommt,0
5003,Hätte ich nicht gedacht,0
5004,Ein Wort: LÜGENPRESSE !!!,1
5005,Die Medien werden auch weiterhin lügen.,1
5006,Eine Richtigstellung in der Tagesschau wäre mal ein gutes Bild und nicht nur eine Randnotiz!,0
5007,"Und trotz allem werden weiterhin Kinder und Familien gezeigt, die Wirklichkeit wird auch weiterhin nicht gezeigt. Das ist einfach nicht glaubhaft von diesem Sender und ich kann es nicht ernst nehmen.",0
5008,"doppelt schlimm, weil von öffentlich-rechtlichen Gebühren finanziert",0
5009,Das wussten wir doch schon!,0
5010,"Muss jetzt auch mal nen Kommentar los werden.. Wären es keine Schmarotzer, die nur an sich und ihren Wohlstand denken, wären die Männer dort geblieben, wo sie her kommen und hätten für ihr Land gekämpft! (für Krieg ist Kampf notwendig) Die einzigen die auf dem weg wären, wenn es tatsächlich so Gefährlich in deren Heimat ist, sind die Familien! Was ist los mit denen? Kein Bock so weit zu laufen u warten erstmal ab, bis die Jungs in nem Benz zurück kommen (a' la Achmet & Schachbrett) und sie abholen? Gute Idee! Wüsste ich wo's sowas gibt, würde ich meinen Kerl auch los jagen!",0
5011,"Lest das Buch ''Gekaufte Journalisten,,von Uwe Ulfkotte und ihr wisst wie die Lügenmachine funktionert.",0
5012,"WENN DU WISSEN WILLST; WER DICH BEHERRSCHT; MUSST DU NUR HERAUSFINDEN; WEN DU NICHT KRITISIEREN DARFST:
Voltaire",0
5013,"Sie können nicht mehr alles beschönigen.Dazu ist ein großer Teil der Bevölkerung mündig und glaubt nicht mehr an die ""Presse"".Es gibt das Internet, ,aber da muß man auch abwegen .",0
5014,"naja, falsch nicht unbedingt. die wollen den Volk was verkaufen und da zeigt man ja nicht die Mängel des Produktes auf ^^",0
5015,Merkel geht und wir incl. dem Problem  bleiben ..... dieses Erbe darf Frau Merkel uns nicht straffrei übertragen...,0
5016,"Ein Hallo an alle, ich bitte euch, euch dieses Video anzusehen. Dieses Video wurde heute aufgenommen in Hannover. Ich würde diejenigen unter euch die denken, so kann es nicht weitergehen in unserem Land bitten, endlich aufzustehen und gegen die aktuelle Politik anzugehen. Geht auf Demos, schreibt euren Kommunalpolitiker, werdet einfach aktiv und helft unser Land zu retten. https://www.facebook.com/westendorf.katrin/videos/1065695536795100/?hc_location=ufi",0
5017,Aber wir müssen noch GEZ bezahlen für die Lügen,0
5018,"Schaut euch mal dises Bilder von der österreichisch- slowenischen Grenze 23.10.15 an. Dann seht ihr was uns bald erwartet.
https://mopo24.de/nachrichten/oesterreich-grenze-asyl-flucht-chaos-ansturm-21326",0
5019,Lügen Lügen Lügen,0
5020,wir sind doch alle nicht blind und sind alle fähig uns eine eigene meinung zu bilden .was denken die medien denn ? das die bevölkerung schon total verblödet ist........die lügen werden doch von der regierung vorgegebe,0
5021,"Das ist leider nicht das 1.mal,da sieht man mal wieder wie wir manipuliert werden.Das Schlimme ist, viele glauben auch noch alles was sie sehen.",0
5022,Staatsfernsehen halt!,0
5023,Lügen haben kurze Beine!!,0
5024,"Und diese 80% Abschaum gehören sofort zurück geschickt. Wenn es den Kriege gäbe in diesen Ländern aus denen diese ""schmarotzenden Asylanten"" hier einfallen, wäre es deren Pflicht für ihr Land und ihre Sicherheit zu kämpfen.",1
5025,Ach neeeeeee........,0
5026,"ARD erinnert mich an die Zeitung bei Harry Potter ""The Order of the Phoenix"" und Merkel ist Dolores Umbridge und Frau von der Leyen Bellatrix. Guckt mal, das passt genau. Schnell zurück nach Azkaban mit denen.",0
5027,"Die ARD und Andere räumen derart oft ein, da sollte mal jemand ordentlich AUSräumen!",0
5028,"Die Politiker und Medien sind nur noch Lach-Nummern im Land. Gut bezahlte obendrein. Man schämt sich für diese Typen. Und jetzt sind sie mit ihrem Latein am Ende. Sie haben unser Land ruiniert und noch jede Menge Kohle dafür kassiert. Ich möchte dieses Land sofort verlassen und dorthin, wo es noch NORMALE Menschen gibt, und nicht überall elende Versager !",0
5029,Ach ne oder? ???,0
5030,"man sollte es wie mit dem dieb im studentenwohnheim neulich bei uns machen. der wurde beim klauen erwischt, dann ausgezogen und nackt durch die strasse geführt zur strafe...",0
5031,"Es ist zeit das wir alle zusammen halten ,und wenn wir irgendwo eine horde Ausländer sehen die sich an für sie lächerliche deutsche auslassen und verhauen. Was ständig vorkommt,ich komm aus gelsenkirchen ich weiß wovon ich rede. Wir müssen einschreiten und denjenigen helfen ,das ist nämlich das was man den deutschen schon seit dem 2.weltkrieg versucht auszutreiben . Zusammenhalten",0
5032,"Mein Gott seit ihr dämlich! Jedes Bild zeigt (nur) einen Ausschnitt der Wirklichkeit. Egal wer`s gemacht hat, RT, ARD, PEGIDA...
P.S.: metropolico.org ist natürlich eine Ausnahme und hat mit diesem Foto die Wahrheit - und nichts als die Wahrheit -  eingefangen.",1
5033,ich ganze nicht mehr hilfen null nein danke! falsch lügen der menschen wahr!,0
5034,"Die echten Männer kämpfen gegen den Terror im Land.

Alle anderen nennen sich Flüchtlinge und überschwemmen Deutschland wie Invasoren.",0
5035,Wieder ein rechtsradikaler Hetzkommentar der ARD... Vorsicht Ironie?,0
5036,"Ich bleib bei Lügenpresse und zensiertes Staatsfernsehen, die sehen nun ihre Felle wegschwimmen.",1
5037,Die Manipulation durch die Medien an der Öffentlichkeit ist ja bekannt aber wieso bekommt das keiner mit man kann doch nicht bei so einem Problem die Augen verschließen,0
5038,Ich bin erschrocken...lach,0
5039,"Die Flüchtlingspolitik in Deutschland ist mega Scheisse!Diese Wirtschaftsflüchtlinge haben hier nichts zu suchen!Pegida hat zu viele Fehler in der Vergangenheit gemacht,eure Quoten sind gesunken,der Grund ist:rechte Hetze!Deutsche Hetze ja aber keine rechte ;-)",0
5040,Mir gefällt Pegida nicht mehr..,0
5041,"Wie immer bei ARD und dem anderen Dreck, Gott wie ich diese Gossenanstalt hasse. Gibt ja genügend vollpfosten die diesen runtergekurbelten dünnschiss von Programm unterstützten. Da kann man auch Samstag abend einem Klo beim überlaufen zuschauen dann hat man ungefähr den selben Inhalt und Effekt 2c79b5d8552a4374 e1ede5ea3c1a2aeb 0810eebdb6792b0c",1
5042,"Jetzt jetzt Bild auch noch ARD AUFGEKAUFT ? 
Naja nichts neues.",0
5043,"Mhhhhhh,des war uns jetzt aber wirklich neu!?",0
5044,Bald knallts....,0
5045,"Deutschland ist das einzige Land wo das Opfer direkt zum Täter kommt und mit Fähnchen Und Stofftieren darum bettelt verprügelt, beklaut und vergewaltigt  zu werden.",0
5046,Wenn ein Mensch aus Einem Kriegsgebiet sagen wor in diesem Fall jetzt mal Syrien das Land über Die Grenze verlässt ist er ein Flüchtling und ist in einen sicheren Land wenn er aber weiter geht und zu einen Land geht wie Deutschland ist er ein wirtschaftsflüchtling also liebe Merkel und Co im Bundestag was sagen sie nun haben sie Gehirn  nur zum atmen hier aif erden oder auch zum denken,0
5047,Ich bin total entsetzt und erschüttert! ! Die haben Nachrichten verfälscht! ? ?,0
5048,"Die Lügen doch genau so wie unserer Regierung !! Die dürfen ja auch nur das senden, was von oben freigegeben wurde ! Lügen TV !!!",1
5049,Die Politiker belüge uns die Presse sowieso. Die Wahrheit spiegelt sich spätestens bei de nächste Wahlen wieder.Dann hört uff zu klage denn daran sind unsre Lügebarone schuld.,1
5050,"All diese etablierten Sender und deren verlogene Feiglinge von Journalisten gehören, gemeinsam mit Merkel, Schweiger und übrig gebliebenes Naivmenschenpack der Beteiligung am Hochverrat mit angeklagt.",1
5051,"Ich muss heute etwas loswerden, habe heute ein Video erhalten , Schwarzafrikaner  schlagen unsere Tiere tot , ich bin so geschockt , ich kann nur mehr heulen, Katze in Weiß wird zu Tode geprügelt , die Augen der Katze  im Video werde ich nie mehr vergessen , brutalste Tierquälerei und die andrehen brüllen wie die Affen und erfreuen sich daran , anderes Video wird eine Frau von einem Schwarzafrikaner angepöbelt, sie verhält sich ruhig , er haut ihr mitten eine ins Gesicht , die Frau fliegt über die Mauer ... Ich habe solche Angst, ich habe solche Angst vor diesen Bestien",1
5052,Mich würde mal interessieren wo die ganzen Frauen aus diesen Ländern sind wenn es dort so schlimm ist wieso sind die dann dort geblieben?,0
5053,Invasion halt....bald haben wir Bürgerkrieg dank Verrätern wie dem Gesindel das in Brüssel hockt und ganz besonders Dank der Merkel.,1
5054,Wer hätte das gedacht. So nach augenschein sehe ich nur Frauen und Kinder.,0
5055,Das kann doch Niemand mehr ernstlich verwundern.............,0
5056,Lügenpresse,1
5057,"Der Islam wird uns erretten liebe GUT MENSCHEN heißt sie Welcom Ist das nicht Klasse ! Kein Ärger mehr nur noch Mullas, und das Weiber Pack endlich verhüllt..Keine Pegida und AfD mehr. Jetzt lässt es sich leben.Und ganz TOLL ich hab mehrere Frauen. die jüngste 12 herrlich. Und viele viele Kinderchen die für mich arbeiten. Es ist so schön tolerant zu sein.Weg mit den Ungläubigen. Den Allah ist der größte (satire)",1
5058,"Also wir haben das uns hier vor Ort auch angeschaut in dem erstaufnahmelager und vereinzelt sind ein paar Frauen und Kinder dabei aber die Mehrheit sind junge Männer.  Diese sind tatsächlich nur mit ihren smartphones beschäftigt oder damit einzukaufen. Also ich glaube mal zu meinen wenn ich wüsste meine Frau und Kinder sind noch in einem anderen Land würde ich wohl erstmal alles dran setzen diese daraus zu holen, aber da sieht man wie die ihre Prioritäten setzen. Sitzen entspannt auf dem Rasen und beschäftigen SICH anderweitig. Natürlich müssen wir Menschen helfen die in Not sind, aber hatte  wir nicht vorher schon genug eigene Probleme im land. Menschen die im Winter auf der Straße erfrieren weil wir nicht genug obdachlosenunterkünfte hatten und jetzt sind auf einmal Millionen da um hunderttausende Flüchtlinge aufzunehmen. Wo waren denn all diese Gutmenschen um ihren eigenen Landsleuten zuhelfen?",0
5059,"FÜR ALLE DIE IMMER NOCH MEINEN IN DEUTSCHLAND GIBT ES EIN FREIE , ÜBERPARTEILICHE UND OBJEKTIVE BERICHTERSTATTUNG SEITENS DER MEDIEN !!
NICHT NUR IM INTERNET SHOPPEN SONDERN AUCH MAL EINE 
2. MEINUNG RECHERCHIEREN !!!",0
5060,"Die Medien und die Politik haben schon vor 70 Jahren gelogen. Merkel sollte sich mal ein anderes Vorbild zu Brust nehmen, dann hätte man auch wieder die Züge voll und sie kann wieder ein Museum öffnen, und auch Autobahn bauen.",0
5061,vom Krieg gejagte stelle ich mir anders vor,0
5062,Dann kann es gar nicht so schlecht sein in dem Land das sie verlassen wenn die Frauen und Kinder in ihrem Land zurück bleiben!,0
5063,Das Ende unserer Demokratie ist absehbar.... Alles nur noch Propaganda...gesteuert von unserer Regierung,0
5064,"Währenddessen geht die Völkerwanderung in rasantem Tempo weiter. Über die Türkei nach Griechenland, über den Balkan nach Österreich, Deutschland und Schweden oder eben von Libyen aus nach Italien und dann weiter in die wohlhabenden Länder, die mittlerweile mit der Registrierung der Neuankömmlinge gar nicht mehr nachkommen und einfach nur ängstlich hoffen, daß ihre neuen Mitmenschen wirklich hilfsbedürftige Syrer sind, obwohl natürlich insgeheim jeder weiß, wie wenig das stimmt.",0
5065,Wir fordern das Misstrauensvotum gegen Herr Sigmar Gabriel - Bitte auf Facebook und Twitter teilen : https://www.change.org/p/sofortige-amtsenthebung-herr-gabriel-herr-gabriel-handelt-unverantwortlich-und-wir-fordern-das-misstrauensvotum-gegen-herr-gabriel,0
5066,Natürlich ist das so.  Ich glaube der Presse schon lange nichts mehr.   Bei uns in der USA ist es auch nicht anders.  Die zeigen auch nur weinende Kinder und Mütter.  Aber manche von uns wissen es besser!!!!!  Das ist halt immer so - jetzt sind die 80% da und man wird sie nicht mehr los.  Mir tut meine Heimat Deutschland richtig leid.,0
5067,Aber ganz ehrlich wir wissen doch alle das ARD nicht seriös is,0
5068,Also zahlen wir für Märchenstunde Zwangsgebühren... Interessant,0
5069,70%sind männlich....das d Medien manipulieren lange durchschaut..,0
5070,Und dafür unsere Rundfunkgebühren,0
5071,Dafür zahlen wir Gebühren. .um uns zu betrügen und belügen!,0
5072,"Junge kräftige Männer, genau das was man für einen K.... brauch und da soll man keine angst haben???????!!!!!",0
5073,"Seit gestern kann weder die Bundesregierung von Deutschland noch von Österreich sagen, sie würden Bürgerkriegsflüchtlingen helfen. Nein dies ist vorsätzliche Beihilfe zur Einschleusung von HOCHKRIMINELLEN Brandstiftern und Nötigern , Erpressern, Gewalttätern und Gewaltverherlichern, dazu ein Bruch des Grundgesetzes, also HOCHVERRAT am eigenen Volk !!!!! In den Knast mit diesen verlogenen WAHRHEITSUNTERDRÜCKERN - A. MERKEL & Co. und zwar Lebenslang, und das selbe gilt für alle, die so etwas unterstützen, ob in der Justiz oder bei den Sicherheitskräften. Lasst uns diesen ABSCHAUM der unsere beide Völker regiert zum Teufel jagen und zwar ohne Gnade!!!!!!!!!!!!!!!",1
5074,"So - jetzt sind wir endlich die letzten in Europa, die aufnehmen. Und unsere Kanzlerin will sie jetzt alle direkt zu uns bringen, GUTE NACHT Deutschland. Was vorangegangene Kaiser und DIKTATOREN nicht geschafft haben - schafft DIKTATORIN A. Merkel, so kommt der nächste Bürgerkrieg !!! A. Merkel zerstört unsere Nation !!!!!!!!!!!!!!!!!!!!!!",0
5075,Ich denke da vor allem an die Neger die man uns als Syrer »verkaufen« wollte! Die dachten wohl alle Deutschen seien doof! Jedoch ist das kein Wunder das sie das glaubten wenn man weiter an die Bärchen-um-sich-Schmeißer oder Inshallah-Rufer denkt!,0
5076,"Horst im ZDF, der Bayer hat seine Zähne wieder mal komplett verloren! Peinlich.",0
5077,Also eine Partei gibt es schon.,0
5078,"FRAU MERKEL ist gerade im begriff das deutschland zu zerstören, welches wir (der eine mehr, der andere weniger) schätzen und lieben gelernt haben und unsere kinder nie mehr so erleben werden. deutschland und schweden, die scheinbar noch einzigsten vor verfolgung sicheren länder europas (ironie), holen sich gerade millionenfach die gruppe von menschen ins land, welche europaweit die negativste bilanz zur integrativen anpassung an das westliche werte- und normensystem aufweisen. (kriminalität, arbeitslosigkeit, bildung etc.) braucht deutschland zuwanderer aus ländern mit einer mittelalterlichen religion und lebensweise, deren frauen keinen beruf erlernen dürfen, deren frauen das steuern eines autos verwehrt wird, wo männer die absolute macht über die frau besitzen bis hin zum tode dieser, wo patriarchalismus statt gleichberechtigung herrscht, wo das leben von mann und frau im gesellschaftlichen zusammenleben strickt getrennt ist, in dessen schulen der koran den mittelpunkt der ganzheitlichen bildung einnimmt, wo die sharia als gesetzgebende instanz gilt, dessen ölarmen länder in armut und rückschritt verharren, wo religiöser fanatismus schrecken und leid über die menschen bringt. der islam ist mit der westlichen welt und dessen werten nicht kompatibel. es gibt heute kein einziges demokratisches islamisches land und es wird auch in der zukunft keines geben. der arabische frühling war ein witz, schnell kam der winter und jetzt herrscht dort wieder die eiszeit. wir brauchen menschen die sich an gesetz und ordnung halten, die dazu beitragen die sozialen und wirtschaftlichen standards in diesem lande zu halten und zu festigen, die bildungsorientiert und innovativ denken, die sich mit unserem land identifizieren, die im sozialen bereich auch aufgaben übernehmen und nicht nur forderungen stellen, die sich aktiv in die gesellschaft einbringen und auf uns deutsche auch zugehen können. kurz gesagt, zuwanderergruppen die weltweit bereits bewiesen haben, wie groß ihr wille zur wirtschaftlichen und gesellschaftlichen teilhabe ist. die in den medien oft rekapitulierte floskel ++wir schaffen das!++ ist der falsche ansatz und sollte durch ++ihr flüchtlinge müsst es schaffen!++ substituiert werden. denn, integration erfordert 100 prozentigen einsatz, ohne sprache, einem qualifizierten und in deutschland anerkannten beruf ist eine wirtschaftliche und soziale teilhabe ausgeschlossen. viele kriegsflüchtlinge aus den islamischen oder afrikanischen ländern (vor allem die frauen) besitzen eine schlechte bzw. eine unzureichende schulausbildung (20% analphabeten nach neusten schätzungen) und/oder keine bzw. eine nicht den deutschen standards entsprechende berufsausbildung. ein flächendeckendes kostenloses schul- und ausbildungssystem existiert in den ländern der 3. welt nicht. viele schaffen den beruflichen einstieg in ihr neues leben nicht und werden lebenslang die sozialkassen und damit den steuerzahler belasten. eine zu hohe finanzielle alimentierung der flüchtlinge durch den deutschen steuerzahler hemmt die bereitschaft vieler, diesen nicht immer einfachen weg der integration zu beschreiten. kein gesetz und auch keine integrative maßnahme können menschen, ohne dessen innere bereitschaft, in unser gesellschaft integrieren. immigranten sind eben keine maschinen, die man durch das aufspielen von integrationssoftware neu programmieren kann. fakt ist! dass man europaweit beobachten kann, dass die stadteile, in welchen der anteil bestimmter migrationsgruppen eine bestimmte grenze überschreitet, als soziale brennpunkte gelten. ich kann deshalb jeden menschen verstehen, der gegen den bau von asylbewerberheimen und gegen die soziale und wirtschafltiche wertminderung seines wohngebietes auf die straße geht. wenn deutschland glaubt, mit den heutigen flüchtlingen in der immer stärker werdenden spezialisierten, globalisierten welt schritt halten zu können, dann verschließt die politik die augen vor den historischen migrationserfahrungen der europäischen länder. zieht man europaweit vergleiche der erfolgreichen integration der verschiedenen ethnischen gruppen, dann wird man erschreckende parallelen feststellen. das einzige problem was deutschland löst, ist das demografische in hinblick auf die altersverteilung, jedoch mit der konsequenz, dass diese menschen uns zukünftig enorme belastungen aufschultern und nicht uns und unsere sozialsysteme entlasten. wer heute die augen verschließt und sich in seinen noch vorhandenen wohlstandskokon zurückzieht, handelt verantwortungslos gegenüber seinen kindern und den nachfolgenden generationen.",0
